S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
922,Force One EX,Jaipur,2007,88969,Diesel,Manual,Third,24.76 kmpl,1530 CC,127.78 bhp,5.0,41.7 Lakh,9.48
923,Honda Civic VX,Coimbatore,2005,39022,Petrol,Manual,Second,23.72 kmpl,1463 CC,126.68 bhp,5.0,,9.72
924,Volkswagen Polo Highline,Hyderabad,2003,112414,Petrol,Automatic,First,24.63 kmpl,1539 CC,118.0 bhp,7.0,47.17 Lakh,9.13
925,Hyundai Grand i10 Sportz,Pune,2014,43613,Diesel,Automatic,First,27.32 kmpl,1213 CC,110.22 bhp,7.0,35.77 Lakh,23.56
926,Toyota Fortuner 4x2 AT,Pune,2015,55955,Diesel,Manual,First,23.11 kmpl,1602 CC,172.32 bhp,5.0,57.83 Lakh,35.92
927,Mahindra TUV300 T8,Coimbatore,2003,142965,Diesel,Automatic,First,21.84 kmpl,1609 CC,115.99 bhp,7.0,36.71 Lakh,7.21
928,Datsun RediGO T,Hyderabad,2015,58092,Petrol,Automatic,First,23.36 kmpl,1211 CC,97.5 bhp,5.0,31.29 Lakh,18.35
929,Honda City i-VTEC VX,Bangalore,2000,213783,Diesel,Automatic,Second,28.39 kmpl,1167 CC,101.85 bhp,5.0,33.2 Lakh,4.86
930,Honda Civic VX,Bangalore,2000,241740,Petrol,Manual,Second,25.25 kmpl,1229 CC,98.71 bhp,5.0,31.51 Lakh,3.39
931,Fiat Linea Emotion,Bangalore,2018,17725,LPG,Automatic,Second,23.02 km/kg,805 CC,59.42 bhp,4.0,22.15 Lakh,16.6
932,Hyundai i10 Magna,Hyderabad,2019,9308,Diesel,Automatic,First,22.48 kmpl,1882 CC,164.16 bhp,7.0,45.89 Lakh,40.31
933,Skoda Yeti Ambition,Chennai,2012,120903,Diesel,Automatic,First,19.75 kmpl,2018 CC,149.11 bhp,5.0,54.2 Lakh,24.44
934,Toyota Corolla Altis VL,Bangalore,2007,30059,Petrol,Automatic,First,23.68 kmpl,1606 CC,145.75 bhp,5.0,,19.27
935,Tata Tiago XZ,Chennai,2011,83219,Petrol,Manual,Fourth & Above,30.13 kmpl,802 CC,77.94 bhp,5.0,25.14 Lakh,6.5
936,Volkswagen Tiguan Highline,Kolkata,2010,119459,Petrol,Automatic,Third,16.75 kmpl,2357 CC,221.95 bhp,5.0,66.95 Lakh,18.76
937,Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2014,43289,Petrol,Automatic,First,20.29 kmpl,1784 CC,124.26 bhp,7.0,,22.91
938,Toyota Fortuner 4x2 AT,Chennai,2010,195584,Petrol,Automatic,First,16.59 kmpl,2468 CC,214.91 bhp,7.0,68.9 Lakh,24.75
939,Renault Triber RXZ,Kochi,2017,19440,Petrol,Manual,Fourth & Above,25.86 kmpl,1141 CC,88.23 bhp,5.0,,11.7
940,Renault Duster RXZ,Coimbatore,2019,10344,Petrol,Manual,First,28.0 kmpl,1198 CC,78.39 bhp,4.0,,21.95
941,Hyundai Venue SX,Pune,1999,270584,Petrol,Manual,First,22.01 kmpl,1795 CC,122.44 bhp,5.0,,4.76
942,Isuzu MU-X,Hyderabad,2002,206080,Petrol,Automatic,First,15.9 kmpl,2137 CC,173.28 bhp,7.0,60.22 Lakh,9.29
943,Jaguar XE 2.0 Diesel,Delhi,2011,77626,Diesel,Automatic,Second,14.34 kmpl,2667 CC,244.1 bhp,5.0,109.0 Lakh,44.77
944,Renault Triber RXZ,Kochi,2015,31976,Petrol,Manual,First,26.98 kmpl,1166 CC,111.6 bhp,7.0,32.86 Lakh,19.98
945,Hyundai Grand i10 Sportz,Mumbai,2007,68119,Petrol,Manual,First,23.96 kmpl,1659 CC,152.73 bhp,5.0,43.03 Lakh,12.76
946,Ford Freestyle Titanium,Jaipur,2014,110435,Diesel,Manual,First,25.08 kmpl,1308 CC,147.94 bhp,7.0,42.43 Lakh,22.35
947,Hyundai Verna SX,Chennai,2001,205786,Diesel,Manual,First,24.46 kmpl,1323 CC,117.41 bhp,5.0,34.74 Lakh,5.11
948,Nissan Terrano XV,Pune,1998,121634,Petrol,Manual,First,25.81 kmpl,1433 CC,108.08 bhp,5.0,37.47 Lakh,5.65
949,Tata Zest XM,Jaipur,2016,61806,LPG,Automatic,First,22.47 km/kg,1137 CC,78.64 bhp,4.0,27.26 Lakh,16.28
950,Hyundai Xcent SX,Mumbai,2019,8431,Diesel,Automatic,First,22.43 kmpl,1197 CC,102.44 bhp,5.0,35.1 Lakh,34.81
951,Maruti Ertiga VDI,Hyderabad,2014,129592,Petrol,Manual,First,26.65 kmpl,985 CC,75.28 bhp,5.0,,13.74
952,BMW 3 Series 320d,Hyderabad,2002,245071,Petrol,Automatic,First,13.74 kmpl,2445 CC,204.12 bhp,7.0,101.44 Lakh,18.56
953,Tata Safari Storme VX,Pune,2004,120628,Diesel,Manual,Second,27.87 kmpl,933 CC,77.69 bhp,7.0,24.91 Lakh,5.5
954,Renault Triber RXZ,Pune,2010,150003,Petrol,Manual,Second,25.57 kmpl,1125 CC,86.29 bhp,7.0,26.16 Lakh,8.62
955,Tata Tigor XZ,Ahmedabad,1999,249240,Petrol,Manual,First,23.02 kmpl,1270 CC,84.29 bhp,5.0,31.12 Lakh,3.39
956,Ford Endeavour Titanium,Coimbatore,1998,258562,Petrol,Automatic,First,28.31 kmpl,1110 CC,95.21 bhp,7.0,32.68 Lakh,3.86
957,Ford Endeavour Titanium,Bangalore,2008,124744,Diesel,Manual,Second,17.94 kmpl,1903 CC,180.06 bhp,7.0,,14.22
958,Datsun GO Plus T,Mumbai,2017,64582,Diesel,Automatic,Second,24.04 kmpl,1380 CC,117.9 bhp,7.0,,25.69
959,Hyundai Xcent SX,Kochi,2017,31654,Diesel,Manual,Second,25.25 kmpl,1304 CC,139.89 bhp,5.0,36.5 Lakh,22.03
960,Datsun GO T,Chennai,2008,97056,Diesel,Manual,Second,25.62 kmpl,1016 CC,104.36 bhp,7.0,31.5 Lakh,8.42
961,Renault Captur RXE,Coimbatore,1998,303777,Petrol,Manual,First,24.84 kmpl,1116 CC,82.12 bhp,5.0,27.83 Lakh,2.7
962,Maruti Ciaz ZXI,Bangalore,2007,175168,Diesel,Automatic,First,25.39 kmpl,1214 CC,126.12 bhp,7.0,,8.66
963,Datsun GO Plus T,Delhi,2013,83271,Petrol,Manual,Second,25.35 kmpl,1310 CC,120.43 bhp,5.0,31.4 Lakh,14.25
964,Skoda Superb Ambition,Ahmedabad,2015,80812,Diesel,Automatic,Second,22.22 kmpl,2038 CC,201.81 bhp,5.0,65.83 Lakh,32.16
965,Honda Civic VX,Hyderabad,2016,43355,Petrol,Manual,First,24.17 kmpl,1438 CC,98.28 bhp,5.0,33.5 Lakh,21.6
966,Mahindra Scorpio S10,Kochi,2006,186413,Diesel,Automatic,Second,21.61 kmpl,1778 CC,157.33 bhp,7.0,44.11 Lakh,9.84
967,Ford Endeavour Titanium,Kochi,2008,84561,Petrol,Automatic,First,28.29 kmpl,1107 CC,84.56 bhp,7.0,30.76 Lakh,11.66
968,Volkswagen Ameo Highline,Mumbai,2011,98645,Diesel,Automatic,First,21.51 kmpl,1980 CC,225.42 bhp,5.0,64.6 Lakh,25.82
969,Toyota Etios VX,Pune,2013,103403,Diesel,Manual,First,21.79 kmpl,1563 CC,155.34 bhp,5.0,52.08 Lakh,23.67
970,Mahindra Bolero SLE,Kochi,2005,166796,Diesel,Automatic,First,25.69 kmpl,1405 CC,158.04 bhp,7.0,43.8 Lakh,10.72
971,Fiat Linea Emotion,Mumbai,2003,229069,Petrol,Manual,Second,25.07 kmpl,1196 CC,114.5 bhp,5.0,32.17 Lakh,4.8
972,Mahindra Scorpio S10,Ahmedabad,2018,31427,Diesel,Automatic,Second,22.88 kmpl,1981 CC,170.92 bhp,5.0,,36.41
973,Tata Zest XM,Kochi,2014,63673,Diesel,Manual,First,25.43 kmpl,1188 CC,86.04 bhp,5.0,29.56 Lakh,14.49
974,Tata Safari Storme VX,Bangalore,2006,285443,Petrol,Manual,First,25.16 kmpl,1368 CC,126.56 bhp,5.0,35.54 Lakh,8.12
975,Chevrolet Spark LT,Jaipur,2002,164396,Diesel,Manual,Second,25.48 kmpl,1411 CC,132.49 bhp,7.0,36.86 Lakh,5.21
976,Hyundai i10 Magna,Delhi,2011,71401,Petrol,Manual,Second,26.71 kmpl,1201 CC,111.63 bhp,5.0,33.87 Lakh,14.42
977,Mahindra TUV300 T8,Kochi,2019,10470,Diesel,Manual,Third,25.97 kmpl,1296 CC,126.56 bhp,7.0,37.29 Lakh,27.03
978,Volkswagen Tiguan Highline,Mumbai,2005,242051,Petrol,Manual,First,17.49 kmpl,2179 CC,170.76 bhp,5.0,,13.32
979,Maruti Ertiga VDI,Mumbai,2017,26119,Petrol,Manual,Second,25.14 kmpl,1176 CC,100.46 bhp,7.0,30.51 Lakh,21.97
980,Audi Q3 2.0 TDI,Kochi,2002,286573,Diesel,Automatic,First,9.1 kmpl,3342 CC,302.76 bhp,5.0,121.26 Lakh,17.32
981,Nissan Sunny XV,Chennai,2013,63474,Diesel,Manual,First,21.81 kmpl,1435 CC,147.94 bhp,5.0,43.7 Lakh,24.27
982,Hyundai i20 Sportz,Hyderabad,2015,92060,Diesel,Automatic,First,25.18 kmpl,1433 CC,121.18 bhp,5.0,37.63 Lakh,20.08
983,Hyundai Xcent SX,Chennai,2015,53770,Petrol,Automatic,Second,22.84 kmpl,1659 CC,147.97 bhp,7.0,,25.71
984,Volkswagen Polo Highline,Coimbatore,2005,179984,Petrol,Automatic,First,17.85 kmpl,2141 CC,141.94 bhp,5.0,,13.48
985,Ford EcoSport Titanium,Kolkata,2004,193749,Petrol,Manual,First,20.68 kmpl,1897 CC,205.75 bhp,5.0,54.03 Lakh,9.76
986,Volvo XC60 D4,Delhi,2009,111125,Diesel,Automatic,First,17.83 kmpl,2140 CC,197.04 bhp,4.0,100.71 Lakh,40.13
987,Jaguar XE 2.0 Diesel,Bangalore,2012,166101,Petrol,Automatic,First,15.2 kmpl,2282 CC,237.93 bhp,7.0,105.08 Lakh,47.42
988,Maruti Ignis Delta,Mumbai,2005,124183,Petrol,Manual,Second,24.17 kmpl,1271 CC,106.48 bhp,5.0,29.22 Lakh,5.73
989,Hyundai Verna SX,Hyderabad,2013,65883,Diesel,Automatic,Third,20.51 kmpl,1893 CC,150.43 bhp,5.0,,17.27
990,Maruti Ignis Delta,Delhi,2019,6899,Diesel,Manual,First,26.47 kmpl,926 CC,80.96 bhp,4.0,23.13 Lakh,18.52
991,Maruti Ignis Delta,Delhi,2006,184659,Diesel,Automatic,Second,30.44 kmpl,827 CC,77.55 bhp,5.0,22.82 Lakh,4.82
992,Volkswagen Polo Highline,Pune,2016,17897,Diesel,Automatic,First,23.8 kmpl,1503 CC,172.74 bhp,5.0,55.55 Lakh,37.03
993,Honda BR-V VX i-DTEC,Pune,2003,144990,Diesel,Automatic,First,24.65 kmpl,1327 CC,137.0 bhp,5.0,,8.65
994,Toyota Glanza G,Mumbai,2009,133127,Diesel,Automatic,Second,16.13 kmpl,2345 CC,211.65 bhp,5.0,,21.69
995,Skoda Rapid Ambition,Hyderabad,2001,148183,Petrol,Automatic,Second,16.91 kmpl,2383 CC,239.45 bhp,5.0,,11.57
996,Jaguar XF 2.2 Litre,Pune,2009,65938,Diesel,Automatic,Second,16.62 kmpl,2570 CC,262.84 bhp,7.0,113.08 Lakh,39.91
997,Tata Nexon XZ,Pune,2011,60111,Diesel,Manual,First,27.88 kmpl,932 CC,95.77 bhp,5.0,29.41 Lakh,11.72
998,Hyundai i20 Sportz,Chennai,2003,173535,Diesel,Automatic,First,21.89 kmpl,1639 CC,178.21 bhp,5.0,49.8 Lakh,10.94
999,Maruti Ignis Delta,Ahmedabad,2010,71027,Petrol,Manual,First,26.38 kmpl,833 CC,73.04 bhp,5.0,,10.22
1000,Hyundai Elantra SX,Coimbatore,2009,118886,Diesel,Automatic,First,28.74 kmpl,1126 CC,83.82 bhp,5.0,,11.19
1001,Hyundai Elantra SX,Pune,2008,277362,Petrol,Manual,First,20.53 kmpl,1799 CC,141.63 bhp,7.0,,11.93
1002,Honda Amaze S i-Dtec,Kolkata,2000,275396,Diesel,Automatic,First,26.38 kmpl,1171 CC,89.24 bhp,5.0,33.37 Lakh,4.9
1003,Ford Aspire Titanium,Chennai,2018,32189,Petrol,Manual,Second,19.3 kmpl,1978 CC,126.25 bhp,7.0,42.0 Lakh,26.57
1004,Toyota Fortuner 4x2 AT,Kolkata,2010,142119,Diesel,Automatic,Second,16.98 kmpl,2397 CC,187.55 bhp,5.0,65.69 Lakh,20.51
1005,Maruti Ignis Delta,Bangalore,2016,20018,Diesel,Manual,First,25.24 kmpl,1019 CC,103.38 bhp,4.0,29.33 Lakh,18.21
1006,Mini Cooper S,Coimbatore,2005,187372,Diesel,Automatic,First,12.46 kmpl,3237 CC,213.09 bhp,7.0,,23.6
1007,Volkswagen Jetta Highline,Coimbatore,2008,155670,Petrol,Automatic,First,16.55 kmpl,2326 CC,160.01 bhp,7.0,58.56 Lakh,18.05
1008,Jeep Compass Longitude,Mumbai,2017,18326,Diesel,Automatic,Second,19.99 kmpl,2070 CC,200.33 bhp,7.0,61.64 Lakh,46.28
1009,Mercedes-Benz GLC 220d,Hyderabad,2018,40370,Petrol,Automatic,Second,19.26 kmpl,2108 CC,224.64 bhp,4.0,104.48 Lakh,79.59
1010,Maruti Vitara Brezza VDI,Chennai,2011,59453,Petrol,Manual,First,24.87 kmpl,1409 CC,136.03 bhp,4.0,33.02 Lakh,15.08
1011,Maruti Vitara Brezza VDI,Delhi,2005,129700,Diesel,Manual,First,25.79 kmpl,1318 CC,106.66 bhp,5.0,31.27 Lakh,6.93
1012,Hyundai Santro Sportz,Delhi,2001,289827,Diesel,Manual,Second,22.67 kmpl,1487 CC,137.42 bhp,7.0,43.2 Lakh,5.08
1013,Mahindra TUV300 T8,Hyderabad,2019,8861,Petrol,Manual,Second,19.9 kmpl,1934 CC,183.95 bhp,5.0,47.31 Lakh,36.63
1014,Tata Nexon XZ,Kochi,2006,281614,Petrol,Manual,First,24.36 kmpl,1336 CC,100.38 bhp,5.0,29.48 Lakh,5.49
1015,Nissan Micra XV,Coimbatore,2003,78559,Diesel,Automatic,First,22.12 kmpl,1833 CC,127.35 bhp,7.0,44.53 Lakh,10.23
1016,Nissan Micra XV,Delhi,2010,144221,Diesel,Manual,First,26.12 kmpl,1252 CC,110.16 bhp,7.0,,12.39
1017,Renault Triber RXZ,Bangalore,2009,141221,Petrol,Automatic,First,22.11 kmpl,1409 CC,84.15 bhp,5.0,30.81 Lakh,10.68
1018,Toyota Yaris VX,Mumbai,2008,189962,Diesel,Automatic,Second,23.33 kmpl,1584 CC,156.86 bhp,7.0,54.2 Lakh,13.49
1019,Land Rover Range Rover Evoque,Kochi,2006,187771,Diesel,Manual,First,16.55 kmpl,2505 CC,215.97 bhp,5.0,,24.09
1020,Hyundai Verna SX,Pune,2016,80653,Petrol,Automatic,First,21.63 kmpl,1790 CC,128.53 bhp,5.0,40.41 Lakh,25.66
1021,Hyundai Elantra SX,Kochi,2001,209329,Petrol,Manual,First,23.87 kmpl,1597 CC,174.97 bhp,7.0,45.69 Lakh,7.77
1022,Tata Tiago XZ,Pune,2012,116559,Petrol,Manual,Second,29.05 kmpl,1083 CC,97.11 bhp,5.0,27.91 Lakh,10.54
1023,Hyundai Venue SX,Hyderabad,2016,74825,Petrol,Manual,First,23.1 kmpl,1641 CC,162.91 bhp,5.0,,29.4
1024,Volkswagen Vento Highline,Pune,1998,223532,Diesel,Automatic,First,16.47 kmpl,2096 CC,172.23 bhp,5.0,61.9 Lakh,7.55
1025,Nissan Micra XV,Pune,2006,147133,Diesel,Manual,Second,21.48 kmpl,1511 CC,124.15 bhp,5.0,,10.35
1026,Maruti Wagon R LXI CNG,Jaipur,2016,30786,Diesel,Automatic,First,24.34 kmpl,1349 CC,126.6 bhp,4.0,33.99 Lakh,23.64
1027,Nissan Micra XV,Kochi,2013,73405,Diesel,Manual,First,25.86 kmpl,1388 CC,140.69 bhp,7.0,,21.27
1028,Tata Nexon XZ,Delhi,2019,12065,CNG,Manual,Second,28.99 km/kg,1036 CC,97.73 bhp,5.0,27.02 Lakh,23.69
1029,Ford Endeavour Titanium,Coimbatore,1998,249719,Diesel,Automatic,Second,23.21 kmpl,1875 CC,148.42 bhp,7.0,,4.65
1030,Toyota Etios VX,Delhi,1998,202359,Diesel,Automatic,First,19.5 kmpl,2360 CC,197.52 bhp,7.0,,8.97
1031,Mahindra XUV500 W8,Coimbatore,2007,134718,Diesel,Automatic,First,19.96 kmpl,1904 CC,160.97 bhp,7.0,46.07 Lakh,14.96
1032,Nissan Micra XV,Kolkata,2017,44216,Diesel,Automatic,First,22.66 kmpl,1425 CC,118.94 bhp,7.0,,33.04
1033,Maruti Ciaz ZXI,Kolkata,2006,127628,Diesel,Manual,First,25.02 kmpl,1206 CC,115.24 bhp,4.0,32.41 Lakh,9.19
1034,Audi Q5 2.0 TDI,Jaipur,2009,267490,Diesel,Automatic,Second,10.01 kmpl,3356 CC,282.91 bhp,5.0,117.39 Lakh,31.51
1035,Audi A4 2.0 TDI,Bangalore,2015,59132,Petrol,Automatic,First,10.36 kmpl,2862 CC,267.76 bhp,7.0,114.61 Lakh,64.66
1036,Toyota Fortuner 4x2 AT,Kochi,2019,10400,Diesel,Manual,Second,22.4 kmpl,1618 CC,147.78 bhp,5.0,51.23 Lakh,41.65
1037,Mitsubishi Pajero Sport 4x2,Ahmedabad,2013,159026,Petrol,Automatic,First,18.36 kmpl,2243 CC,153.39 bhp,5.0,,27.31
1038,BMW X5 xDrive30d,Chennai,2015,33338,Petrol,Automatic,First,11.87 kmpl,3029 CC,256.83 bhp,5.0,,79.58
1039,Tata Zest XM,Kochi,2010,103407,Petrol,Manual,Second,27.78 kmpl,837 CC,82.66 bhp,5.0,,7.8
1040,Nissan Terrano XV,Hyderabad,2011,68465,Petrol,Manual,First,27.01 kmpl,1230 CC,131.18 bhp,5.0,34.86 Lakh,16.1
1041,Hyundai Xcent SX,Kochi,2011,81357,Petrol,Automatic,First,22.18 kmpl,1206 CC,103.21 bhp,7.0,,13.78
1042,Volkswagen Ameo Highline,Pune,2005,229255,Diesel,Automatic,First,16.05 kmpl,2338 CC,169.99 bhp,7.0,60.08 Lakh,14.14
1043,Chevrolet Spark LT,Ahmedabad,2011,141034,Petrol,Automatic,First,27.03 kmpl,920 CC,61.46 bhp,7.0,21.17 Lakh,9.19
1044,Jeep Compass Longitude,Pune,2007,176073,Diesel,Automatic,Second,20.04 kmpl,1765 CC,178.61 bhp,5.0,56.92 Lakh,15.19
1045,Hyundai i20 Sportz,Bangalore,2011,76927,Diesel,Manual,Second,26.88 kmpl,1100 CC,96.23 bhp,5.0,33.28 Lakh,12.75
1046,Honda BR-V VX i-DTEC,Coimbatore,2014,86847,Diesel,Automatic,First,24.53 kmpl,1523 CC,114.39 bhp,7.0,38.73 Lakh,20.52
1047,Ford Endeavour Titanium,Bangalore,2015,43170,Diesel,Automatic,Second,24.43 kmpl,1364 CC,119.15 bhp,7.0,35.18 Lakh,18.99
1048,Hyundai i20 Sportz,Mumbai,2008,136828,Petrol,Manual,Third,24.74 kmpl,1288 CC,97.69 bhp,7.0,,7.08
1049,Maruti Alto 800 LXI,Ahmedabad,2005,109477,Diesel,Manual,Second,25.8 kmpl,925 CC,93.91 bhp,5.0,,6.96
